reviews	PR
just an accesory but a usefull one	Lightning Charging Cable
must have	AA Batteries (4-pack)
puts out a full 1 amp power allowing a faster charge or power supply.	Wired Headphones
good charger	USB-C Charging Cable
completely satisfied. works as it should.	Google Phone
very useful	AAA Batteries (4-pack)
just what i expected!	Macbook Pro Laptop
this is honestly a little expensive. and i can find other ways to charge my devices.	Bose SoundSport Headphones
this was purchased for my kindle and i like it! makes it easy to recharge it wherever i am. recommend this product!	Macbook Pro Laptop
not much to say except that it does exactly what it's supposed to do.	iPhone
there shouldn't be much to go wrong with an ac adaptor, and this one is no exception.	Lightning Charging Cable
i like this because i can plug in anywhere. it is unnecessarily expensive.	USB-C Charging Cable
have to have to charge the book.	34in Ultrawide Monitor
it's a charger, what else can i say.	Google Phone
works like it should	Wired Headphones
it does what it is supposed to do.	AAA Batteries (4-pack)
not necessary	iPhone
does what it is supposed to do.	Bose SoundSport Headphones
nocomment	ThinkPad Laptop
it does its job	27in FHD Monitor
no problems so far.	AA Batteries (4-pack)
good purchase	AAA Batteries (4-pack)
what can i say about a charger adapter. it works great.	Lightning Charging Cable
works fine. carol	Apple Airpods Headphones
a waste of money. you don't need this. just plug your tablet into your computer and the charge lasts for a month.	iPhone
very happy with my purchase	Lightning Charging Cable
great works as expected	Bose SoundSport Headphones
i got this as part of a prime day kindle bundle, and it works just fine. however, there doesn't appear to be any difference between this charger and the 5 other ones i have, all of which were much cheaper. if it wasn't part of the bundle i purchased, i would have never purchased this by itself.	iPhone
should be included with the kindle.	Google Phone
works just fine, but a bit on the expensive side!	iPhone
good solid adaptor to fit the kindle paperwhite.	Lightning Charging Cable
i will know which charger is mine	AA Batteries (4-pack)
not a cheap plug from the check out, this works for my phone and kindle without the nasty reminder that the cord or plug are not strong enough.	USB-C Charging Cable
helps to charge you kindle when not near a usb port.	LG Washing Machine
great product! just as i expected!	LG Dryer
woks fine	AA Batteries (4-pack)
thanks for an excellent transaction	Lightning Charging Cable
excelente !	Lightning Charging Cable
easy to use.	Bose SoundSport Headphones
do not pay attention to their ad. it says the plug is not included with the kindle and it absolutely is. if they lie about this sort of thing what else do you think the lie about. steer clear these guys are rip off artist.	Macbook Pro Laptop
in bundle, happy!	34in Ultrawide Monitor
it works just fine.	Wired Headphones
very easy to use	iPhone
works well for my kindle.	Apple Airpods Headphones
works well! i would highly recommend. better quality than others i have for phones, etc. so i only use this one now.	iPhone
great products. haven't used the shoulder bag much. i don't travel much. nice to have just in case.	iPhone
it works like it's supposed to. use it for charging my new kindle.	Lightning Charging Cable
muy recomendable.	Flatscreen TV
this is some advanced ass technology.	ThinkPad Laptop
its great	USB-C Charging Cable
for a usb charger is outrageous! it should have bee free with the paperwhite kindle.	Lightning Charging Cable
came on time and this is a good product	AA Batteries (4-pack)
this came in the recommended bundle and works well.	USB-C Charging Cable
the plug in part of the charger is fine but cord could certainly be longer.	20in Monitor
a great product that spares me the hassle of having to boot up my lap top to charge my kindle.	Wired Headphones
no problems, correct output.	AA Batteries (4-pack)
fern michaels book hideaway was not sent to my reader.	AA Batteries (4-pack)
the one i have been using, generic, is so bad. you have to mess with it to get it to work. i really love this one . small and plugs in nice and tight.	Flatscreen TV
it worked.	Apple Airpods Headphones
met needs to replace cracked charger connection. worked fine	Lightning Charging Cable
nice quick charge gives full power level. i like how it is labeled amazon so i can clearly identify it and not be confused by other chargers!	AAA Batteries (4-pack)
it works! it's a plug, what more can i say	Bose SoundSport Headphones
just got home and found the packet is empty, there is no product we ordered in it. what do we do now	27in FHD Monitor
there is no problem charging my kindle on the imac, however when i travel i need a charger. it works perfectly.	Bose SoundSport Headphones
it worked as it should	Wired Headphones
the kindle was great, however the cover does not fitthat is my fault, must have ordered the wrong one. to expense to return.service was great and can't say enough about the prime. even delivered on sunday! now that's service.	Bose SoundSport Headphones
its for a gift	iPhone
as an oem replacement, i suppose its worth a bit more but this price is excessive. a similar product for my amazon fire was purchased at walmart for about 3	AAA Batteries (4-pack)
chicago's fabulous fountains is a big disappointment. i read about it and expected beautiful pictures. instead, there is a lot of print.hamilton is the kind of book i likehistory. chernow always writes very interesting biographiesi've read several others.	AA Batteries (4-pack)
this charger and adapter works just fine with the ereader. i was so glad that i purchased it as the ereader does not come with one.	AAA Batteries (4-pack)
good charger.	AAA Batteries (4-pack)
im still not sure why this doesn't come with the kindle and im glad i threw it in the shopping cart when i purchased my kindle.	Wired Headphones
good quality	Product
worked right out of the box, if i need another one i will buy one of these.	AA Batteries (4-pack)
i've only had to charge my kindle one time so far. it works well.	Apple Airpods Headphones
great charger	Wired Headphones
just as described.	ThinkPad Laptop
i'm writing a review based on the problem i had with my kindle hd 8.9 it would not hold a charge even though amazon try to reboot it from their location or had to technician try to reboot it but it wouldn't come on so i'm just want to say that the charger does work when i plugged it into my samsung phone with the power cord so that's why i give it 5 stars	Wired Headphones
really good charger	Vareebadd Phone
handy	USB-C Charging Cable
nice to have a charger that works quickly.	Apple Airpods Headphones
part of gift	27in 4K Gaming Monitor
good product.	Wired Headphones
this charger fried my kindle fire, samsung galaxy s6, and samsung galaxy j7. do not plug your other devices up to it! it easily comes detached from the fire tablet but does charge it. i'm just very unhappy that it killed my other devices. there are young children in my home and they know the difference between apple and android charging tips. so they will use any available charging cable they find when needed.	34in Ultrawide Monitor
it works, that is all that is necessary of it.	Lightning Charging Cable
i like it.	Wired Headphones
quality and packaging is nice.it's a kindle usb charger, it works what more can i say.i also charge my bluetooth earphones with this.	Bose SoundSport Headphones
nothing special just okay	Lightning Charging Cable
works just fine for my fire 7.	Lightning Charging Cable
works great.	Flatscreen TV
works good	AA Batteries (4-pack)
feel it should have come with paperwhite kindle and that i should not have had to buy it	AAA Batteries (4-pack)
delivery is super fast, and the product seems nice.	USB-C Charging Cable
this came with the kindle paperwhite i bought as a birthday present for the love of my life. see that review.	AAA Batteries (4-pack)
goes with the kindle for charging port	Lightning Charging Cable
whats the point of this without the cable to charge!	USB-C Charging Cable
love	AAA Batteries (4-pack)
christmas gift.	USB-C Charging Cable
a musthave if you have any kindle or fire products! this definitely charges things much faster, and is great to have in several locations for convenience, especially if people tend to borrow your chargers.	AA Batteries (4-pack)
i already have one am sending it back	AA Batteries (4-pack)
i think the cord needs to be a bit longer. this would enable you to read while charging.	34in Ultrawide Monitor
nice product. works well.	ThinkPad Laptop
does what you need, but because it has amazon's name on it, it's expensive	Bose SoundSport Headphones
works as advertised. however, i can't imagine why amazon doesn't include it with the kindle. i know of no other product that does not supply an item that is essential to its use. amazon should include this with the kindle. so, remember, add the price of one of these to the price of the kindle to get the real price of the kindle. that is why i gave it three stars. come on amazon, stop the misleading pricing on the kindle.	34in Ultrawide Monitor
best	ThinkPad Laptop
it works great.	AA Batteries (4-pack)
if you plug the prongy side of the adapter into the wall, and then plug the big end of the usb cable into the nonprongy side, and then plug the little end of the usb cable into your kindle, it makes books magically appear on the screen. use your eyes to read the words, and your eyes will transmit the information into your brain.	AAA Batteries (4-pack)
incredibly fast tablet charger. works as advertised without any issues.	27in FHD Monitor
my kindle charges again.	20in Monitor
the kindle voyager did not come with a charger so i'm glad i purchased this although the kidle voyager does not need charging up as often because it stays charged for a long time. mae ogino	Wired Headphones
it was doing a great job charging my kindle, but now it takes almost all day to charge.	AA Batteries (4-pack)
i have one. it is much faster than your cheap chargers. much faster. i also use it for my phone. from dead to full charge in less than 45 minutes!	27in 4K Gaming Monitor
does the job	iPhone
works as expected	Lightning Charging Cable
awesome	USB-C Charging Cable
this makes it so much better to charge the kindle. it's small and easy to put in a case along with the cord and kindle.	27in 4K Gaming Monitor
should have been included with the ereader.	AAA Batteries (4-pack)
works wonderfully, charges quickly.	27in FHD Monitor
it does the job.	USB-C Charging Cable
great product. thank you	Apple Airpods Headphones
works great for my kindle paper white but the seond kindle that i ordered will cot turn on	Macbook Pro Laptop
the charger won't stay securely connected to the paperwhite and wiggles. it will only charge when held at a particular angle.	AA Batteries (4-pack)
nice and compact. better than the older models.	20in Monitor
this is great. so many things come with a plug that is to go into your laptop. i got this so i can plug it into the wall. i had kindle chargers for my kindle, but i'm getting more and more things that have to be charged through your laptop. not me.i use this plug.	Lightning Charging Cable
does exactly what it is supposed to do	Bose SoundSport Headphones
perfect.	Bose SoundSport Headphones
it works that what counts	Macbook Pro Laptop
works great, don't have any trouble with this charger.	Google Phone
does the job. not often needed as the charge on the kindle lasts so long.	34in Ultrawide Monitor
i wanted the charger block with the folding power tines, but not available so i got this one and it works very well and i like it as much as the other type.	USB-C Charging Cable
i used to be able to find these with fold in prongs wish there was that option but it simple and well made.	LG Dryer
need one for your kindle.	AAA Batteries (4-pack)
good. needed product to hook up charger for kindle ereader.	Vareebadd Phone
item is a replacement for one that was starting to go back. it works fine.	iPhone
great for kindle.	USB-C Charging Cable
cord is too short	Lightning Charging Cable
like the individual charger as i do not always have a usb port device with me when i travel	Apple Airpods Headphones
very pleased	AAA Batteries (4-pack)
like the firs one that folds in prongs better	AAA Batteries (4-pack)
dandy	iPhone
i just use it as a new phone charger for my android, you need to buy this if you buy a kindle because the usb they come with doesn't have this attached.	Wired Headphones
it works. not much else to say.	AA Batteries (4-pack)
it is a vert good item	LG Washing Machine
does the job.	Bose SoundSport Headphones
first rate high quality!	Bose SoundSport Headphones
i'm very glad that i made this purchase. i don't often bring my computer with me when i travel. i enjoy having the option of using a standard outlet to charge the paperwhite.	20in Monitor
electronics features	Bose SoundSport Headphones
the sales people are really nice and knowledgeable to me i will come back again	USB-C Charging Cable
great product and service and the sales man r really nice.	27in 4K Gaming Monitor
great product and service will refer to a friend. and the sales man r good	AA Batteries (4-pack)
very good product and service will refer a friend.	AAA Batteries (4-pack)
great selections. hard to find assistance at times.	Bose SoundSport Headphones
this kindle is a basic and easy to use ereader. exactly what i wanted. the charge lasts for a long time so you don't have to worry about charging it daily.	AAA Batteries (4-pack)
disappointed to realize there is not a light for night reading. size and weight is great.	Bose SoundSport Headphones
it is affordable and it had increased storage but no backlight and the screen could be better!	AA Batteries (4-pack)
very good reading on this good and strong quality kindle	Wired Headphones
i thought it would be as big as small paper but turn out to be just like my palm. i think it is too small to read on it. not very comfortable as regular kindle. would definitely recommend a paperwhite instead.	Macbook Pro Laptop
i particularly like the fact that the text shows up and you can see it well outside on a sunny day. i use it with kindle unlimited.	AA Batteries (4-pack)
i like this e reader, but wish the screen were higher resolution. it requires decent light to look good, but it is easy on my eyes. the screen updates involve flashing the whole screen, which i noticed less over time. the advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books.	Bose SoundSport Headphones
i purchased this product because i love to read and buying books got costly. with this product i can read all i want for 10.00 a month	AAA Batteries (4-pack)
this is really good if you read a lot, doesn't strain your eyes and very light weight. only demerit is cant use in night if there is not enough light.	27in FHD Monitor
excellent product very good piece strongly recommend	Bose SoundSport Headphones
the amazon kindle is a good gift for the bookworm in your life. the lightweight and simplistic operating system allows for easy and enjoyable reading without all of the extras of a tablet. great product for your money!	Apple Airpods Headphones
in trying to get my son to read more and thought a kindle would help. first i got a good deal on an old kindle model that had been refurbished and it quickly broke. i had a gift card to best buy and this one was on sale, so i got it for him. i also bought him a silicone case and bought a best buy warranty. it is much easier to use this model vs the old one that he had originally, and i like that you can use freetime app on this device but you only just get the books. i also use overdrive to get him books from the library. so far it is working great for us. i bought this at best buy instead of getting it online from amazon because i like the best buy warranty and that they are easier to deal with than amazon.	Macbook Pro Laptop
the kindle is great for reading on the go when i can't carry around a lot of books.	Bose SoundSport Headphones
great buy! bought it to replace a first generation kindle.	ThinkPad Laptop
perfect size, so easy to carry around. long lasting battery life. would reccomend!	AA Batteries (4-pack)
easy to use and similar to using a book. love it! i would buy again!	Lightning Charging Cable
nice product, great price and expandable storage unlike the hd version	AAA Batteries (4-pack)
my wife likes it because she can read all different kind of books	Wired Headphones
for its size if ok the value my wife love it she use it all the time	Wired Headphones
in my opinion this model is too small and feels cheap. and sd card slot.	AA Batteries (4-pack)
i am enjoying my kindle very much! easy to down load books and easy to read! very happy with my purchase!	Lightning Charging Cable
i bought the amazon kindle so i could enjoy reading without lugging around multiple books. i usually read my ebooks on the kindle app but i have gotten frustrated with my phonetablet going into sleep mode. this kindle is sufficient for my needs. i purchased a reading light for when i'm in lowlight situations and it works very well. i am satisfied with my purchase.	LG Washing Machine
my fiance really enjoyes it! i would definitely recommend.	Apple Airpods Headphones
the amazon kindle is a great device to enjoy reading before bed. the device is small and lightweight which is better than holding onto a heavier tablet.	Google Phone
its a decent reader for beginners. there is no backlight, so not good for reading in dark. also slips from hands, so purchase a cover if you buy it.	Bose SoundSport Headphones
super easy to use and very gentle on your eyes, i've tried many ereaders but i'll definitely stick to this one.	Apple Airpods Headphones
i love my new kindle. the size is perfect. it fits right in my purse. easy to navigate and i love the touch screen. i am able to read outside without a glare. only flaw is that it is not backlit, so in order to read in the dark i need a book light. i don't mind that so much, i just wish kindle would come out with a case for this kindle with a built in book light like they did for the first generation kindle.	Apple Airpods Headphones
it is great to be able to have all you books in the same place.	iPhone
this is my first ereader. i like it so far. easy to use interface. the ads can be kind of annoying, but keeps cost lower.	Wired Headphones
nice basic reader. had the first model kindle and this is quite a bit lighter	Google Phone
great starter ereader, very simply does what it's made to do.	Wired Headphones
great way to read books available for downloads from the library	USB-C Charging Cable
this kindle has no extra bells or whistles that would cause major battery drainage. sometimes less is more. no distractions to keep you from reading, no backlights to fatigue your eyes. be aware that you can't read this kindle in the dark.pretty simple to operate. fyi there is no wall plug adapter for this unit only the usb cord that plugs into the kindle, and computer for charging. you can buy an adapter separately. if you have the kindle fire hdx that adapter works with this kindle. you can use that adapter to charge it from the electrical outlet.i recently purchased this kindle. i do have had other kindles, and enjoy them immensely.i purchased this one for outdoor use.so far i love it!	Flatscreen TV
great item, easy to use,would recommend to anybody want to use!	USB-C Charging Cable
there is no way to lock the font size and it changes if you touch the screen. i liked my paper white better but it died.	USB-C Charging Cable
after using a series of low end tablets as an ereader, i purchased this on sale for 50. it only really does one thing display kindle books in normal lighting, but it does it well.size, feel, and battery life are all good, and unlike lcdbased tablets it is easy to read outside. the amazon lockscreen ads are not that intrusive, and easy to ignore.	AA Batteries (4-pack)
this item is a great upgrade from my last kindle.everything is touch screen and is faster than before	Apple Airpods Headphones
this devices is great for storing all my amazon books. it is also very light and portable. simple to use as well.	AAA Batteries (4-pack)
this is a great product, my 8yr son is completely hooked onto it. the only change i would say it making the interface a little easier to use.	27in FHD Monitor
i've owned a couple of kindles. this one is my favorite thus far. the screen is a little too sensitive for my liking but other than that, great!	27in 4K Gaming Monitor
got this on sale for a great price and is a great product.	Apple Airpods Headphones
small, light easy to read in any lighting. if you are looking for a device that serves one purpose, to read books anywhere, this is for you.	iPhone
i am happy as i bought it for reading and it is good.	Google Phone
i am very happy with my ereader. it is so practical for reading along with my daughter. she has one as well, and we use them to read every night as required by her 4th grade class curriculum.	Lightning Charging Cable
i have several kindles so knew what to expect. it is a great reading device and i keep several in different locations.	Lightning Charging Cable
i've been using the original bn nook ereader for several years now. i finally decided to upgrade. i wish i'd done it a lot sooner. the new kindle touchscreen ereader is phenomenal.the device is light and easy to carry, almost unbelievably so. it is fast and responsive and touch screen has 0 delay. i would recommend anybody in the market for this one buy one immediately. you won't regret it.	34in Ultrawide Monitor
easy to navigate. daughter loves it. it's lightweigh and its just what she needed for this avid reader.	AAA Batteries (4-pack)
this little device is great for it price. lots of features.	USB-C Charging Cable
at first i thought my reader was broken but discovered, by accident, that my touch must be very light.	Lightning Charging Cable
i replaced my kindle that i had for 4 years with the new one and after a short time was able to access all my books and continue reading the book that i was reading before i bought the new kindle. i am pleased with the new touch screen for moving to the next page, like that this one is smaller and easier to take in my purse. i did purchase a case and it is protective and durable. i will enjoy this kindle for years to come	34in Ultrawide Monitor
i am very pleased with this purchase. it is lightweight and the smaller size enables me to carry it easily. this kindle allows me to read out in the sun without any glare. the only suggested improvement would be a lighted display to enable reading at night.	Lightning Charging Cable
i loved this kindle which is even better. it's a gift to a very important friend. now he is unable to hold a book open with. he says that is easy to read but even lighter is wonderful.	Wired Headphones
do you like to read? if so this is an excellent device. there are better devices, but at this price you are not going to find a comparable product.	Google Phone
the amazon kindle is light weight and easy to use.	Vareebadd Phone
very useful for night time reading responsive and intuitive display	Apple Airpods Headphones
use the kindle apps on android phones and tablets, but apps don't support family sharing. these kindles are great and inexpensive for that purpose.	AAA Batteries (4-pack)
my wife had a kindle for 10 years and it finally died on her , this was a great replacement	USB-C Charging Cable
if you really want to have a good read on something digital this is the item you're looking for. it really is lightweight and highly functional. the battery lasts a long time and the screen is easy on the eyes. the only difficulty sometimes is reading in extremely bright environments. overall an excellent buy.	ThinkPad Laptop
overall good product, bought two for my parents and they loved it!	AAA Batteries (4-pack)
am used to kindle fire which i love. no light to read by in the dark. hard to navigate. this was a gift would never purchase on my own.	Apple Airpods Headphones
i absolutely love my kindle. i go nowhere without it. it has kept me entertained for hours. don't have to keep up with books that get torn or lost. i would and do recommend a kindle for everyone	27in 4K Gaming Monitor
this is what i needed not fancy just simply used for reading books. easy to use and battery lasts for quite a while.	Wired Headphones
i am loving my new kindle! i have wanted one for a while and finally bought one, and even though it was the cheapest one, it has exceeded my expectations. i love how there is no glare.	AA Batteries (4-pack)
i bought this for my daughter, wanting to get her a kindle without having access to games like with the kindle fire. this latest version of the kindle is excellent. i am jealous of my daughter and now am thinking about upgrading from my older kindle. the touchscreen is responsive. if you like reading on the kindle, it is worth the update.	USB-C Charging Cable
it very convenient it small and it work awesome can put in my purse or	AAA Batteries (4-pack)
it's a perfect gift for young adult during the holiday session.	Lightning Charging Cable
i had always been looking to upgrade my original kindle. i love the new touch features and display on this one. the size also makes it very easy to transport.	Wired Headphones
bought this for my 90 yearold, totally notech mom. her first ebook is gone with the wind. she likes the size and ease of use.	ThinkPad Laptop
i like the contrast it is easy to read on outside.	AAA Batteries (4-pack)
i prefer the kindle to a book. i like the change of letter size, storing many, many books, and the ease of carrying it. i love to read when i travel, and this is the way to go.	AA Batteries (4-pack)
i purchased this kindle for my wife because her kindle fire gives off too much glare to use in sunny conditions. besides being able to use it while riding in the car during daytime, the biggest advantage she found is that it is significantly lighter than the fire. since she reads for hours on end that is a big plus. the main drawback is that the graphics aren't as clear with this reader. all in all, it was money well spent.	AAA Batteries (4-pack)
very easy to handle. many books to choose from and very convenient	Apple Airpods Headphones
i like the changes that have been made since my current 4 year old unit was purchased	Macbook Pro Laptop
i always wanted one of those, but they were too expensive compared to a tablet. but now i am loving it!	Bose SoundSport Headphones
used it and looks very paper like. they integrated the simplest form of an e reader, which makes it stand out for its use.	Wired Headphones
this is my second kindle and i love it! it's so convenient to be able to carry around hundreds of books without the bulk and weight of literally carrying around hundreds of books. i just wish i could have bought accessories at best buy. also, the sales rep knew nothing about the devices and had to 'goggle' info on her phone.	Bose SoundSport Headphones
this is a pretty cool little device. im able to download books through wireless and read them later at my convenience. only drawback is i wish it had more storage. but for the price, it works good.	AAA Batteries (4-pack)
my nephew is going to high school and the kindle is a great gift for him. bestbuy has good selection and the price is good too!	Lightning Charging Cable
i had read reviews. it is just like what reviews said. it is really good. i still have to try some features. probably i should have gone for kindle light. maybe next time. but for now i am totally satisfied.	USB-C Charging Cable
perfect for our young daughter, its a perfect size and she can use it very easily.	USB-C Charging Cable
the screen size could be bigger like the earlier versions of kindle.	USB-C Charging Cable
love not having to carry books and being able to get a variety of books.	AA Batteries (4-pack)
it's a great product, i would buy another for a family member. i do hope they lower the price a little in the future	Lightning Charging Cable
this make an excellent ebook reader. don't expect much from this device except to read basic ebooks. the good thing is it's cheap and good to read in the sun.	AA Batteries (4-pack)
i love this kindle, the price is good, not too heavy and i charge once every two weeks	USB-C Charging Cable
this is my eighth kindle. some others were either lost or screendamaged. i bought it as a spare. current model is better looking than earlier versions white case, sturdier, and has an improved screen. great price also wish i'd bought two.	Bose SoundSport Headphones
im loving this amazon kindle reader, its the easy one to use.	Flatscreen TV
simple, great buy for your money if you are an avid reader.	Lightning Charging Cable
the screen is too dark, and cannot adjust the brightness	Macbook Pro Laptop
i've got this as a gift for my grandmother and she's not tech savvy but she can work a kindle. she loves to read and is very pleased with it.	USB-C Charging Cable
i haven't used any other kindle before, but this kindle was made to do its job and it does it properly. it is sleek, lightweight and sturdy. i love putting it in my bag and taking it with me wherever i go just in case i get a chance to read. like it says in the description, you can download books and read it anywhere you don't need wifi to read. battery life is great. it has a matted screen and you can make the font as big or as small as you want. the down side is that the screen is small, so you can only get through so much before you have to flip the screen. also there is no brightness controller for the screen so you can only read it where it's light. but i honestly love my kindle, it does it's job and i don't want anything that get's fancier than this.	Apple Airpods Headphones
item work well and was easy to read from in day light	AAA Batteries (4-pack)
this is a entry level ereader that only allows you to read in the day.you will not be able to read in the dark	Wired Headphones
we open the box. we download a book. it's like magic. the words the phrases the complete sentences. so cool!	AA Batteries (4-pack)
this is a great product. light weight. i wish it has wifi to download from online.	USB-C Charging Cable
my nephew is going to college next year and we want to give him a gift. kindle suits it well for him to learn and study.	ThinkPad Laptop
purchased for my child to read works as expected and for the price it was a good option	Wired Headphones
i really enjoy the basic amazon kindle and best buy had a great deal on it when i purchased it. it's very easy on the eyes and there is no glare when reading outside even on a sunny day just as advertised. it has the look of book in that sense. i was able to order this online and ""pick up in store"" and it was very convenient because i was low on time. i highly recommend this product to any avid reader and anyone looking to make the jump to an ereader. a few other great features are the long battery life, it's light and small and very easy to take on the go.	Bose SoundSport Headphones
i love my kindle it makes it so much easier to read books instead of having to carry them with me	Lightning Charging Cable
the kindle is good to download apps for books catch up with reading	Apple Airpods Headphones
my first ereader, and i have been filling it up fast. great for travel!	AA Batteries (4-pack)
nothing bad to say about the kindle. i knew what i was getting when i got it, and it hasn't disappointed.	Lightning Charging Cable
bestbuy was offering some discounts during thanksgiving and this prompted me to buy. i was not an avid before and just casually bought this product. but i must admit, i am not at all disappointed with this. works best with english books, does not work that well with native books. also, this product is not backlit and does not have any option to increase the screen brightness and i would deduct 1 star for that. you need to install another product called calibre in your computer to convert books to kindle readable format mobi. kindle can also read pdf, but mobi format is better readable compared to kindle.	iPhone
good ereader, with an improved design, lightweight	Apple Airpods Headphones
i already has an older version of the kindle, but this one is even better. i love the touch screen and the ability to scroll without buttons.	Apple Airpods Headphones
had problem with cutting off device. good easy read	Macbook Pro Laptop
this was purchased as a replacement for an aging third party ereader. it is light weight, compact, easy on the eyes while reading and has a long battery life. the kindle library has a wide variety of books, many of which are free. the one draw back for some people may be that the lockscreen has ads. this is only on the lockscreen, the ads don't appear while using the device and amazon can permanently remove the ads for a fee.	USB-C Charging Cable
it was easy to se up but the recipient wished it has an actual manual that you didn't have to download to print a copy. she has yet to use it outside due to weather at this time.	Wired Headphones
product is good, light. amazing battery backup. i charge the kindle one in 4 weeks. great product for reasonable price. usb connection is easy, books are easy to download. overall, everyone must have kindle with them and this is the best productmodel to start with.understandably, this is the beginner level model for people who never used kindle before. features like led lights, white paper background are not available on this model. these features are there on higher models so one cannot read it in dark without lights. but again, for this price you would not get any other good readers.if you are someone who reads in dark then i would suggest go for higher kindle models.	Lightning Charging Cable
good size for reading and screen is easy to read. even in sun light this was very easy to read and it fit into n small bag to carry around	Flatscreen TV
i'm an optimist, and i tend to give 5 star reviews more than anything. which i've had people make a comment about that. however, i cannot give a 5star review on this because it's such a simple unit, and with technology these days it should not be as expensive as it is. that being said, the display will blow your mind, it looks like real paper. i highly recommend.	27in FHD Monitor
this was a gift for my girlfriend. she loved due to the fact that it was small and compacted .	AAA Batteries (4-pack)
it allows me to read without using space in my phone.	USB-C Charging Cable
i'm an avid reader. the kindle is my go to for ease. it fits in my purse or knitting bag and stays charged for days.	27in 4K Gaming Monitor
i bought this one for my mom because i love mine so much	AA Batteries (4-pack)
it is very good. i like it. i will buy more items on bestbuy.com.	AA Batteries (4-pack)
great! it's very good. i will buy it next time. thanks.	20in Monitor
good, but unhappy that screen size is small, less than i expected	AA Batteries (4-pack)
it does its job but i would buy one which the screen is brighter. there are times that it's difficult to read because screen is not too bright	Lightning Charging Cable
the kindle 8 is an inexpensive ereader that does what i need in the smallest, thinnest, lightest package. i want it for travel and portable convenience when a fullsize tablet is too big and heavy. it's perfect.	Bose SoundSport Headphones
my first kindle and i love it. no backlight and perfect view in the sun are awesome.	Flatscreen TV
i use this every day on my commute. great battery life, no backlight but very readable with normal lighting. i like the built in dictionary. email yourself pdf or mobi files for easy transfers.	27in FHD Monitor
love my new kindle! i hadn't read in a while and hesitant of a kindle, easy to use, lightweight and convenient to pick up a book. great for outdoor reading. only downside is if you want to read in the dark has no back light. crisp clear text and easy to set up.	Wired Headphones
this is a great quality reader. print on it is very clear and it is easy to use.	Lightning Charging Cable
this kindle doesn't have a lighted screen like the pricier models but it has a higher dpi screen than the lower model. it's exactly what i needed, nothing more, nothing less. i've had no problems with the reader at all so far so i'll give it 5 stars.	USB-C Charging Cable
i bought it cause i wanted to read more. that didn't happen, i tried and i just can't read on devices i need old school paper between my hands	USB-C Charging Cable
i'm a longtime kindle user and jumped at the opportunity to bring my granddaughter into the fold with this gift. she loved it!	Bose SoundSport Headphones
i love hear readers, i had to replace mine because i destroyed the last, but it is awesome	AAA Batteries (4-pack)
not the paperwhite, but for the price i paid works great for my kids to carry around multiple books they need to read for school	AA Batteries (4-pack)
it is difficult to understand the instructions. i am still working on it.	USB-C Charging Cable
i've wanted a kindle for a while and decided to get it when bb put it on sale. i am not disappointed.	27in FHD Monitor
this is the perfect reader. price is great, it's easy on your eyes. battery lasts longer than a tablet.	USB-C Charging Cable
at first i was a bit skeptical about the sensitivity of the touch screen on these new kindles, but it has been great. the reading is very smooth and i am quite please with this purchase.	Wired Headphones
just what i needed, lightweight and easy to download books from the library	Flatscreen TV
easy for my kids 8 and 11 to use the kindle for night time reading	27in 4K Gaming Monitor
first time user had no problem getting started must have internet connection and know name and password for wifi	iPhone
i read a lot on the iphone and ipad which also have kindle apps that are good, but there is too much glare on their screens on a bright, sunny day this little kindle without a backlight is a nice solution to that problem. the recent sale price made it practical to get one, and i'm glad i did.	iPhone
easy on the eyes and perfect for travel. battery life is a	AAA Batteries (4-pack)
i love how compact this kindle is, i'm able to put it in my gym bag, backpack, and my purse. the screen is a plain white which is great for reading because you don't get a glare, i just wish best buy offered a case for it i had to purchase one from amazon.	34in Ultrawide Monitor
so simple to set up a caveman could do it and still have time to get some reading in!	27in FHD Monitor
kindle just keeps getting better. this device is the perfect size to pack away for a business trip to kill some time reading a book or even uploading your documents to access them quickly.	Vareebadd Phone
i love this kindle. i've never had one before but i would definitely recommend one to those that are avid or casual readers. no glare, easy to use, easy to bring anywhere.	27in 4K Gaming Monitor
i love my kindle black. i can read for hours without making my eyes sore the way a phone screen would. the functions are easy to use. everything is set up clearly and simply. it's shape is adorable, and it's surprisingly light. the battery does last a long time.	USB-C Charging Cable
this kindle is light and easy to use especially at the beach!	AA Batteries (4-pack)
this was a purchase made for a cruise. i could not see my fire in the sun.	Bose SoundSport Headphones
excellent base model ereader. nice to use inside or outside.	20in Monitor
i bought my kindle about 2 months ago and the battery is already dead and will not charge	AAA Batteries (4-pack)
for me, the kindle black was not a good fit for me. there are times i read at night in bed when my husband is sleeping. this model doesn't have a back light so i'm unable to read at night without turning on a light and waking up my husband.so i returned and went for a kindle fire.	USB-C Charging Cable
it's exactly what you'd think it would be. no more, no less.a perfect ereader for traveling and backpacking.	AA Batteries (4-pack)
love the new kindle. priced right. perfect size. take it with me everywhere.	AA Batteries (4-pack)
very easy basic e book reader. good for beginners to start	Wired Headphones
it is just like reading a book only it's way more convenient! the background has the same look as the pages of a real book.	Lightning Charging Cable
love my kindle ! i enjoy reading everyday and i can easily throw in my bag with out it adding any weight .	Flatscreen TV
