Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Order Time
182243,AAA Batteries (4-pack),5,2.99,2019-04-24,"142 Washington St, Atlanta, GA 30301",12:03:00 PM
182244,34in Ultrawide Monitor,1,379.99,2019-04-24,"718 South St, Atlanta, GA 30301",11:50:00 PM
182245,USB-C Charging Cable,1,11.95,2019-04-12,"765 Jefferson St, San Francisco, CA 94016",02:29:00 AM
182246,AA Batteries (4-pack),2,3.84,2019-04-13,"210 Cherry St, Austin, TX 73301",11:33:00 AM
182247,27in 4K Gaming Monitor,1,389.99,2019-04-02,"335 Church St, Los Angeles, CA 90001",08:33:00 PM
182248,27in FHD Monitor,1,149.99,2019-04-22,"907 Maple St, Dallas, TX 75001",02:48:00 PM
182249,USB-C Charging Cable,1,11.95,2019-04-10,"697 8th St, Los Angeles, CA 90001",08:25:00 PM
182250,iPhone,1,700,2019-04-16,"178 Center St, Portland, OR 97035",04:14:00 PM
182251,34in Ultrawide Monitor,1,379.99,2019-04-16,"207 11th St, New York City, NY 10001",11:39:00 AM
182252,20in Monitor,1,109.99,2019-04-07,"557 6th St, Dallas, TX 75001",11:46:00 AM
182253,AAA Batteries (4-pack),2,2.99,2019-04-29,"954 Maple St, Atlanta, GA 30301",07:40:00 PM
182254,27in FHD Monitor,1,149.99,2019-04-03,"694 Adams St, Boston, MA 02215",11:22:00 AM
182255,Apple Airpods Headphones,1,150,2019-04-07,"464 Cherry St, New York City, NY 10001",10:02:00 PM
182256,Bose SoundSport Headphones,1,99.99,2019-04-01,"82 5th St, Portland, OR 97035",02:58:00 PM
182257,Wired Headphones,1,11.99,2019-04-28,"814 4th St, Atlanta, GA 30301",07:45:00 PM
182258,Apple Airpods Headphones,1,150,2019-04-24,"109 Dogwood St, Atlanta, GA 30301",07:32:00 PM
182259,Lightning Charging Cable,1,14.95,2019-04-25,"663 Dogwood St, Atlanta, GA 30301",08:46:00 PM
182260,27in 4K Gaming Monitor,1,389.99,2019-04-02,"118 Cherry St, Boston, MA 02215",10:31:00 AM
182261,AA Batteries (4-pack),1,3.84,2019-04-12,"778 Jackson St, Dallas, TX 75001",06:37:00 PM
182262,USB-C Charging Cable,1,11.95,2019-04-15,"617 Sunset St, Atlanta, GA 30301",06:52:00 PM
182263,Apple Airpods Headphones,1,150,2019-04-22,"301 Hill St, New York City, NY 10001",05:01:00 PM
182264,iPhone,1,700,2019-04-04,"455 Park St, Los Angeles, CA 90001",06:32:00 PM
182265,AA Batteries (4-pack),1,3.84,2019-04-10,"70 Willow St, Los Angeles, CA 90001",12:25:00 PM
182266,USB-C Charging Cable,1,11.95,2019-04-07,"472 Hill St, New York City, NY 10001",08:51:00 AM
182267,Wired Headphones,1,11.99,2019-04-02,"280 Main St, San Francisco, CA 94016",03:11:00 PM
182268,Lightning Charging Cable,1,14.95,2019-04-26,"916 7th St, Los Angeles, CA 90001",04:12:00 PM
182269,Wired Headphones,1,11.99,2019-04-22,"514 Johnson St, San Francisco, CA 94016",04:58:00 PM
182270,27in 4K Gaming Monitor,1,389.99,2019-04-06,"441 Maple St, San Francisco, CA 94016",07:37:00 PM
182271,Apple Airpods Headphones,1,150,2019-04-25,"736 Hickory St, Boston, MA 02215",02:47:00 PM
182272,AAA Batteries (4-pack),1,2.99,2019-04-24,"533 Willow St, San Francisco, CA 94016",02:01:00 PM
182273,AAA Batteries (4-pack),2,2.99,2019-04-30,"943 12th St, San Francisco, CA 94016",08:30:00 AM
182274,Wired Headphones,1,11.99,2019-04-01,"224 13th St, Portland, OR 97035",08:32:00 PM
182275,Flatscreen TV,1,300,2019-04-27,"533 Dogwood St, San Francisco, CA 94016",09:30:00 AM
182276,AAA Batteries (4-pack),1,2.99,2019-04-08,"213 West St, Los Angeles, CA 90001",05:21:00 PM
182277,27in FHD Monitor,1,149.99,2019-04-21,"190 5th St, Boston, MA 02215",07:44:00 PM
182278,USB-C Charging Cable,1,11.95,2019-04-19,"150 Forest St, San Francisco, CA 94016",08:33:00 PM
182279,AAA Batteries (4-pack),1,2.99,2019-04-28,"47 Lakeview St, Los Angeles, CA 90001",09:08:00 AM
182280,34in Ultrawide Monitor,1,379.99,2019-04-13,"710 Lake St, Austin, TX 73301",05:14:00 PM
182281,Wired Headphones,1,11.99,2019-04-12,"860 Chestnut St, Boston, MA 02215",10:48:00 PM
182282,Wired Headphones,1,11.99,2019-04-07,"57 13th St, Seattle, WA 98101",11:34:00 PM
182283,USB-C Charging Cable,1,11.95,2019-04-10,"351 Adams St, Boston, MA 02215",07:11:00 PM
182284,Bose SoundSport Headphones,1,99.99,2019-04-08,"520 Elm St, Boston, MA 02215",06:55:00 PM
182285,AA Batteries (4-pack),2,3.84,2019-04-13,"773 2nd St, New York City, NY 10001",08:52:00 PM
182286,AA Batteries (4-pack),1,3.84,2019-04-06,"364 14th St, Los Angeles, CA 90001",08:14:00 AM
182287,Wired Headphones,1,11.99,2019-04-22,"466 Highland St, New York City, NY 10001",05:11:00 AM
182288,AA Batteries (4-pack),3,3.84,2019-04-05,"945 Cedar St, San Francisco, CA 94016",06:45:00 PM
182289,AAA Batteries (4-pack),2,2.99,2019-04-26,"837 Pine St, Los Angeles, CA 90001",10:45:00 AM
182290,USB-C Charging Cable,1,11.95,2019-04-22,"705 4th St, Los Angeles, CA 90001",01:14:00 PM
182291,Lightning Charging Cable,1,14.95,2019-04-24,"547 Adams St, San Francisco, CA 94016",04:00:00 PM
182292,Wired Headphones,2,11.99,2019-04-01,"921 Forest St, San Francisco, CA 94016",05:41:00 PM
182293,AA Batteries (4-pack),1,3.84,2019-04-12,"453 Walnut St, San Francisco, CA 94016",12:06:00 PM
182294,Lightning Charging Cable,2,14.95,2019-04-14,"314 Sunset St, San Francisco, CA 94016",09:50:00 AM
182295,AAA Batteries (4-pack),1,2.99,2019-04-29,"560 Washington St, Boston, MA 02215",08:27:00 PM
182296,27in FHD Monitor,1,149.99,2019-04-12,"220 West St, Boston, MA 02215",04:58:00 PM
182297,Wired Headphones,1,11.99,2019-04-10,"465 Willow St, New York City, NY 10001",08:39:00 PM
182298,Wired Headphones,1,11.99,2019-04-26,"64 Willow St, Boston, MA 02215",08:44:00 AM
182299,Lightning Charging Cable,1,14.95,2019-04-26,"833 North St, Boston, MA 02215",09:07:00 AM
182300,Apple Airpods Headphones,1,150,2019-04-04,"4 9th St, Seattle, WA 98101",01:25:00 PM
182301,AA Batteries (4-pack),1,3.84,2019-04-30,"896 Wilson St, San Francisco, CA 94016",11:32:00 PM
182302,AA Batteries (4-pack),3,3.84,2019-04-22,"586 4th St, Los Angeles, CA 90001",11:30:00 AM
182303,AA Batteries (4-pack),2,3.84,2019-04-07,"340 River St, San Francisco, CA 94016",09:12:00 PM
182304,Wired Headphones,1,11.99,2019-04-18,"795 Chestnut St, Seattle, WA 98101",06:29:00 PM
182305,USB-C Charging Cable,1,11.95,2019-04-21,"659 Church St, Los Angeles, CA 90001",06:16:00 PM
182306,Wired Headphones,1,11.99,2019-04-05,"181 Cherry St, San Francisco, CA 94016",02:45:00 PM
182307,Wired Headphones,1,11.99,2019-04-03,"413 West St, New York City, NY 10001",05:36:00 PM
182308,27in 4K Gaming Monitor,1,389.99,2019-04-09,"109 Park St, Dallas, TX 75001",12:45:00 AM
182309,27in 4K Gaming Monitor,1,389.99,2019-04-25,"195 Adams St, Austin, TX 73301",12:06:00 AM
182310,Lightning Charging Cable,1,14.95,2019-04-10,"929 Forest St, Los Angeles, CA 90001",01:04:00 PM
182311,AAA Batteries (4-pack),1,2.99,2019-04-15,"381 7th St, San Francisco, CA 94016",07:04:00 PM
182312,iPhone,1,700,2019-04-24,"739 Sunset St, Portland, OR 97035",08:40:00 AM
182313,Lightning Charging Cable,1,14.95,2019-04-29,"380 Hill St, Portland, OR 97035",03:33:00 AM
182314,Lightning Charging Cable,1,14.95,2019-04-26,"340 South St, Dallas, TX 75001",02:35:00 PM
182315,Apple Airpods Headphones,1,150,2019-04-25,"865 Madison St, San Francisco, CA 94016",10:21:00 PM
182316,Lightning Charging Cable,1,14.95,2019-04-29,"709 Center St, San Francisco, CA 94016",02:28:00 PM
182317,Lightning Charging Cable,1,14.95,2019-04-12,"432 Lakeview St, San Francisco, CA 94016",03:18:00 PM
182318,Wired Headphones,1,11.99,2019-04-08,"645 12th St, San Francisco, CA 94016",03:33:00 PM
182319,27in FHD Monitor,1,149.99,2019-04-30,"7 Jackson St, New York City, NY 10001",06:49:00 PM
182320,AAA Batteries (4-pack),2,2.99,2019-04-10,"351 Cherry St, San Francisco, CA 94016",06:18:00 PM
182321,Apple Airpods Headphones,1,150,2019-04-13,"949 Elm St, Seattle, WA 98101",09:56:00 PM
182322,AAA Batteries (4-pack),1,2.99,2019-04-30,"715 7th St, Dallas, TX 75001",10:44:00 AM
182323,Flatscreen TV,1,300,2019-04-22,"39 Hill St, Boston, MA 02215",05:19:00 PM
182324,20in Monitor,1,109.99,2019-04-13,"74 Wilson St, Los Angeles, CA 90001",04:57:00 PM
182325,Google Phone,1,600,2019-04-09,"799 Cherry St, Portland, OR 97035",10:15:00 PM
182326,USB-C Charging Cable,1,11.95,2019-04-02,"549 Chestnut St, Portland, OR 97035",08:40:00 PM
182327,ThinkPad Laptop,1,999.99,2019-04-27,"568 Hickory St, Boston, MA 02215",05:35:00 PM
182328,AA Batteries (4-pack),1,3.84,2019-04-05,"596 13th St, Austin, TX 73301",06:37:00 PM
182329,Wired Headphones,1,11.99,2019-04-20,"704 Madison St, Boston, MA 02215",05:43:00 PM
182330,AAA Batteries (4-pack),1,2.99,2019-04-12,"5 South St, Dallas, TX 75001",04:32:00 PM
182331,Lightning Charging Cable,1,14.95,2019-04-30,"668 7th St, Dallas, TX 75001",12:06:00 AM
182332,Lightning Charging Cable,1,14.95,2019-04-11,"592 Hill St, Boston, MA 02215",07:00:00 PM
182333,Apple Airpods Headphones,1,150,2019-04-14,"143 Park St, New York City, NY 10001",04:00:00 PM
182334,Macbook Pro Laptop,1,1700,2019-04-20,"834 Park St, New York City, NY 10001",05:15:00 PM
182335,AA Batteries (4-pack),1,3.84,2019-04-08,"128 1st St, Atlanta, GA 30301",09:14:00 AM
182336,Wired Headphones,1,11.99,2019-04-11,"722 6th St, New York City, NY 10001",05:09:00 AM
182337,AAA Batteries (4-pack),2,2.99,2019-04-08,"31 Jefferson St, Atlanta, GA 30301",02:28:00 PM
182338,AA Batteries (4-pack),2,3.84,2019-04-13,"484 Pine St, New York City, NY 10001",10:31:00 AM
182339,Apple Airpods Headphones,1,150,2019-04-21,"295 Washington St, Boston, MA 02215",03:16:00 PM
182340,USB-C Charging Cable,1,11.95,2019-04-27,"414 River St, San Francisco, CA 94016",04:57:00 PM
182341,AA Batteries (4-pack),3,3.84,2019-04-25,"638 Cedar St, Los Angeles, CA 90001",06:48:00 PM
182342,27in FHD Monitor,1,149.99,2019-04-25,"315 Pine St, Boston, MA 02215",11:04:00 PM
182343,iPhone,1,700,2019-04-27,"848 Chestnut St, Dallas, TX 75001",06:06:00 PM
182344,Lightning Charging Cable,1,14.95,2019-04-07,"950 Johnson St, New York City, NY 10001",12:25:00 AM
182345,AA Batteries (4-pack),1,3.84,2019-04-08,"521 Cedar St, Los Angeles, CA 90001",04:25:00 PM
182346,20in Monitor,1,109.99,2019-04-12,"389 Lincoln St, San Francisco, CA 94016",10:54:00 AM
182347,27in FHD Monitor,1,149.99,2019-04-23,"623 Hickory St, Portland, OR 97035",03:41:00 PM
182348,AAA Batteries (4-pack),2,2.99,2019-04-09,"714 14th St, Los Angeles, CA 90001",04:41:00 PM
182349,USB-C Charging Cable,1,11.95,2019-04-25,"127 Madison St, New York City, NY 10001",05:16:00 PM
182350,Bose SoundSport Headphones,1,99.99,2019-04-06,"552 South St, San Francisco, CA 94016",12:53:00 AM
182351,Bose SoundSport Headphones,1,99.99,2019-04-24,"811 2nd St, San Francisco, CA 94016",10:41:00 PM
182352,Bose SoundSport Headphones,1,99.99,2019-04-28,"161 Lakeview St, Los Angeles, CA 90001",02:40:00 AM
182353,AA Batteries (4-pack),1,3.84,2019-04-12,"597 Washington St, Los Angeles, CA 90001",07:52:00 PM
182354,AA Batteries (4-pack),1,3.84,2019-04-05,"630 9th St, Portland, ME 04101",12:22:00 PM
182355,USB-C Charging Cable,1,11.95,2019-04-29,"291 Elm St, Los Angeles, CA 90001",02:35:00 PM
182356,Lightning Charging Cable,1,14.95,2019-04-23,"691 2nd St, New York City, NY 10001",01:23:00 PM
182357,27in FHD Monitor,1,149.99,2019-04-18,"33 5th St, Seattle, WA 98101",09:37:00 PM
182358,AA Batteries (4-pack),1,3.84,2019-04-17,"699 9th St, Los Angeles, CA 90001",08:44:00 PM
182359,Lightning Charging Cable,1,14.95,2019-04-10,"56 Dogwood St, Atlanta, GA 30301",11:01:00 PM
182360,Lightning Charging Cable,1,14.95,2019-04-02,"295 Main St, Los Angeles, CA 90001",07:16:00 PM
182361,USB-C Charging Cable,1,11.95,2019-04-21,"992 Chestnut St, Seattle, WA 98101",05:09:00 PM
182362,27in 4K Gaming Monitor,1,389.99,2019-04-26,"236 Wilson St, San Francisco, CA 94016",12:51:00 AM
182363,USB-C Charging Cable,1,11.95,2019-04-15,"580 Ridge St, Portland, OR 97035",01:39:00 PM
182364,Wired Headphones,1,11.99,2019-04-13,"33 11th St, San Francisco, CA 94016",12:01:00 PM
182365,AAA Batteries (4-pack),2,2.99,2019-04-08,"468 10th St, Dallas, TX 75001",10:29:00 PM
182366,USB-C Charging Cable,1,11.95,2019-04-20,"114 5th St, San Francisco, CA 94016",08:45:00 PM
182367,Lightning Charging Cable,1,14.95,2019-04-19,"877 Cherry St, Los Angeles, CA 90001",10:11:00 AM
182368,Bose SoundSport Headphones,1,99.99,2019-04-18,"286 Church St, Atlanta, GA 30301",01:17:00 PM
182369,Flatscreen TV,1,300,2019-04-03,"366 Chestnut St, San Francisco, CA 94016",02:37:00 AM
182370,ThinkPad Laptop,1,999.99,2019-04-13,"843 Park St, Los Angeles, CA 90001",03:13:00 PM
182371,Wired Headphones,1,11.99,2019-04-17,"771 Highland St, Los Angeles, CA 90001",08:34:00 AM
182372,Lightning Charging Cable,1,14.95,2019-04-26,"996 2nd St, Los Angeles, CA 90001",04:28:00 PM
182373,AA Batteries (4-pack),1,3.84,2019-04-16,"512 Lakeview St, Seattle, WA 98101",08:42:00 AM
182374,iPhone,1,700,2019-04-02,"414 5th St, Portland, OR 97035",12:00:00 AM
182374,Apple Airpods Headphones,1,150,2019-04-02,"414 5th St, Portland, OR 97035",12:00:00 AM
182375,Bose SoundSport Headphones,1,99.99,2019-04-17,"923 Hill St, San Francisco, CA 94016",05:30:00 PM
182376,Bose SoundSport Headphones,1,99.99,2019-04-27,"624 10th St, San Francisco, CA 94016",08:13:00 AM
182377,20in Monitor,1,109.99,2019-04-02,"545 Jefferson St, New York City, NY 10001",09:15:00 PM
182378,Lightning Charging Cable,1,14.95,2019-04-27,"636 Pine St, Portland, OR 97035",05:02:00 PM
182379,27in 4K Gaming Monitor,1,389.99,2019-04-27,"959 Church St, Boston, MA 02215",08:18:00 AM
182380,Wired Headphones,2,11.99,2019-04-30,"466 2nd St, Boston, MA 02215",08:41:00 PM
182381,Apple Airpods Headphones,1,150,2019-04-02,"623 Jefferson St, Los Angeles, CA 90001",07:21:00 PM
182382,Flatscreen TV,1,300,2019-04-25,"874 13th St, Seattle, WA 98101",11:47:00 AM
182383,20in Monitor,1,109.99,2019-04-11,"250 9th St, Portland, OR 97035",09:04:00 AM
182384,AAA Batteries (4-pack),1,2.99,2019-04-21,"870 North St, San Francisco, CA 94016",08:38:00 AM
182385,AA Batteries (4-pack),1,3.84,2019-04-30,"858 Maple St, Los Angeles, CA 90001",01:03:00 AM
182385,Apple Airpods Headphones,1,150,2019-04-30,"858 Maple St, Los Angeles, CA 90001",01:03:00 AM
182386,AA Batteries (4-pack),1,3.84,2019-04-18,"626 South St, Austin, TX 73301",05:35:00 PM
182386,USB-C Charging Cable,1,11.95,2019-04-18,"626 South St, Austin, TX 73301",05:35:00 PM
182387,AA Batteries (4-pack),1,3.84,2019-04-07,"609 2nd St, Los Angeles, CA 90001",09:03:00 PM
182388,Wired Headphones,1,11.99,2019-04-26,"941 Lake St, Seattle, WA 98101",04:32:00 PM
182389,Apple Airpods Headphones,1,150,2019-04-10,"361 Dogwood St, San Francisco, CA 94016",08:51:00 AM
182390,Lightning Charging Cable,1,14.95,2019-04-23,"836 Chestnut St, Los Angeles, CA 90001",08:31:00 PM
182391,iPhone,1,700,2019-04-02,"389 Church St, Atlanta, GA 30301",03:43:00 PM
182392,Wired Headphones,1,11.99,2019-04-20,"232 Sunset St, Austin, TX 73301",12:15:00 PM
182393,Apple Airpods Headphones,1,150,2019-04-29,"32 Johnson St, New York City, NY 10001",12:36:00 AM
182394,Bose SoundSport Headphones,1,99.99,2019-04-08,"51 Forest St, Portland, OR 97035",10:32:00 PM
182395,Wired Headphones,1,11.99,2019-04-30,"90 River St, Seattle, WA 98101",06:55:00 PM
182396,USB-C Charging Cable,1,11.95,2019-04-17,"2 Walnut St, Atlanta, GA 30301",12:49:00 PM
182397,Macbook Pro Laptop,1,1700,2019-04-05,"333 9th St, San Francisco, CA 94016",07:08:00 PM
182398,34in Ultrawide Monitor,1,379.99,2019-04-14,"524 10th St, New York City, NY 10001",02:25:00 PM
182399,34in Ultrawide Monitor,1,379.99,2019-04-03,"724 Adams St, San Francisco, CA 94016",10:13:00 AM
182400,Wired Headphones,1,11.99,2019-04-02,"967 North St, Austin, TX 73301",12:37:00 AM
182401,Wired Headphones,1,11.99,2019-04-28,"963 Madison St, New York City, NY 10001",04:27:00 PM
182402,AAA Batteries (4-pack),3,2.99,2019-04-09,"147 Willow St, New York City, NY 10001",08:41:00 PM
182403,27in 4K Gaming Monitor,1,389.99,2019-04-22,"901 Spruce St, Dallas, TX 75001",12:10:00 PM
182404,34in Ultrawide Monitor,1,379.99,2019-04-01,"620 4th St, San Francisco, CA 94016",01:10:00 PM
182405,27in FHD Monitor,1,149.99,2019-04-29,"874 Lake St, Dallas, TX 75001",06:54:00 AM
182406,USB-C Charging Cable,1,11.95,2019-04-07,"628 Jackson St, Boston, MA 02215",09:37:00 AM
182407,iPhone,1,700,2019-04-10,"691 Elm St, Portland, OR 97035",07:18:00 AM
182408,Apple Airpods Headphones,1,150,2019-04-01,"560 Lincoln St, Atlanta, GA 30301",10:48:00 AM
182409,USB-C Charging Cable,1,11.95,2019-04-14,"424 Madison St, San Francisco, CA 94016",09:17:00 PM
182410,Wired Headphones,1,11.99,2019-04-19,"990 Hill St, Seattle, WA 98101",09:31:00 AM
182411,AA Batteries (4-pack),2,3.84,2019-04-20,"273 12th St, San Francisco, CA 94016",01:16:00 PM
182412,USB-C Charging Cable,1,11.95,2019-04-02,"46 Johnson St, Austin, TX 73301",12:42:00 PM
182413,AA Batteries (4-pack),1,3.84,2019-04-03,"267 Madison St, Boston, MA 02215",07:07:00 AM
182414,AAA Batteries (4-pack),2,2.99,2019-04-10,"729 West St, Boston, MA 02215",09:50:00 PM
182415,AA Batteries (4-pack),1,3.84,2019-04-21,"652 2nd St, Boston, MA 02215",02:09:00 AM
182416,AAA Batteries (4-pack),1,2.99,2019-04-02,"633 4th St, Boston, MA 02215",01:26:00 PM
182417,iPhone,1,700,2019-04-04,"610 Meadow St, San Francisco, CA 94016",07:42:00 AM
182418,AA Batteries (4-pack),2,3.84,2019-04-07,"406 Sunset St, New York City, NY 10001",11:13:00 PM
182419,AAA Batteries (4-pack),1,2.99,2019-04-09,"986 Hickory St, Seattle, WA 98101",09:58:00 AM
182420,iPhone,1,700,2019-04-08,"253 River St, Atlanta, GA 30301",12:55:00 PM
182420,Apple Airpods Headphones,1,150,2019-04-08,"253 River St, Atlanta, GA 30301",12:55:00 PM
182421,USB-C Charging Cable,1,11.95,2019-04-09,"411 Meadow St, New York City, NY 10001",12:46:00 PM
182422,AAA Batteries (4-pack),1,2.99,2019-04-09,"25 Jackson St, Los Angeles, CA 90001",11:07:00 AM
182423,Wired Headphones,1,11.99,2019-04-04,"966 North St, Los Angeles, CA 90001",04:16:00 PM
182424,34in Ultrawide Monitor,1,379.99,2019-04-09,"860 Meadow St, San Francisco, CA 94016",02:23:00 PM
182425,Lightning Charging Cable,1,14.95,2019-04-04,"70 2nd St, Portland, OR 97035",02:13:00 PM
182426,Lightning Charging Cable,1,14.95,2019-04-20,"509 Johnson St, San Francisco, CA 94016",12:03:00 AM
182427,Bose SoundSport Headphones,1,99.99,2019-04-28,"438 10th St, Los Angeles, CA 90001",09:20:00 PM
182428,Google Phone,1,600,2019-04-16,"510 Wilson St, Boston, MA 02215",03:18:00 PM
182428,USB-C Charging Cable,1,11.95,2019-04-16,"510 Wilson St, Boston, MA 02215",03:18:00 PM
182429,Macbook Pro Laptop,1,1700,2019-04-07,"985 Lakeview St, San Francisco, CA 94016",01:27:00 PM
182430,AA Batteries (4-pack),1,3.84,2019-04-12,"351 2nd St, Austin, TX 73301",02:03:00 AM
182431,Apple Airpods Headphones,1,150,2019-04-02,"976 Ridge St, San Francisco, CA 94016",03:48:00 PM
182432,Lightning Charging Cable,1,14.95,2019-04-24,"970 Adams St, Atlanta, GA 30301",07:00:00 AM
182433,USB-C Charging Cable,1,11.95,2019-04-25,"198 10th St, Seattle, WA 98101",02:02:00 PM
182434,ThinkPad Laptop,1,999.99,2019-04-25,"965 Sunset St, Boston, MA 02215",05:59:00 PM
182435,AAA Batteries (4-pack),1,2.99,2019-04-19,"504 Pine St, Atlanta, GA 30301",11:13:00 AM
182436,Lightning Charging Cable,1,14.95,2019-04-06,"491 Center St, San Francisco, CA 94016",01:36:00 PM
182437,Macbook Pro Laptop,1,1700,2019-04-18,"782 Willow St, Boston, MA 02215",11:56:00 AM
182438,Wired Headphones,1,11.99,2019-04-26,"927 Park St, Los Angeles, CA 90001",09:52:00 PM
182439,AAA Batteries (4-pack),1,2.99,2019-04-02,"583 Elm St, Los Angeles, CA 90001",10:05:00 AM
182440,27in FHD Monitor,1,149.99,2019-04-07,"283 Wilson St, Austin, TX 73301",08:32:00 AM
182441,USB-C Charging Cable,1,11.95,2019-04-28,"569 12th St, San Francisco, CA 94016",03:25:00 PM
182442,AAA Batteries (4-pack),1,2.99,2019-04-18,"842 Lincoln St, San Francisco, CA 94016",10:34:00 PM
182443,iPhone,1,700,2019-04-30,"386 1st St, Dallas, TX 75001",11:06:00 AM
182443,Lightning Charging Cable,1,14.95,2019-04-30,"386 1st St, Dallas, TX 75001",11:06:00 AM
182444,iPhone,1,700,2019-04-11,"722 Main St, Los Angeles, CA 90001",10:15:00 AM
182445,USB-C Charging Cable,1,11.95,2019-04-14,"259 Johnson St, Portland, OR 97035",08:35:00 PM
182446,Google Phone,1,600,2019-04-07,"191 Lake St, Boston, MA 02215",05:54:00 PM
182447,Wired Headphones,1,11.99,2019-04-11,"471 Maple St, Boston, MA 02215",12:01:00 PM
182448,AAA Batteries (4-pack),4,2.99,2019-04-07,"456 Dogwood St, Atlanta, GA 30301",08:52:00 AM
182449,Apple Airpods Headphones,1,150,2019-04-29,"923 North St, Los Angeles, CA 90001",12:18:00 AM
182450,AAA Batteries (4-pack),1,2.99,2019-04-23,"167 Center St, San Francisco, CA 94016",10:22:00 AM
182451,27in FHD Monitor,1,149.99,2019-04-12,"510 North St, Boston, MA 02215",03:10:00 PM
182452,Lightning Charging Cable,1,14.95,2019-04-11,"517 7th St, Los Angeles, CA 90001",04:08:00 PM
182453,34in Ultrawide Monitor,1,379.99,2019-04-25,"550 Madison St, Portland, OR 97035",04:53:00 PM
182454,Wired Headphones,1,11.99,2019-04-29,"294 Pine St, Dallas, TX 75001",11:12:00 AM
182455,AAA Batteries (4-pack),1,2.99,2019-04-25,"754 1st St, Los Angeles, CA 90001",09:26:00 AM
182456,Bose SoundSport Headphones,1,99.99,2019-04-15,"899 8th St, San Francisco, CA 94016",06:07:00 PM
182457,34in Ultrawide Monitor,1,379.99,2019-04-04,"698 Center St, Boston, MA 02215",08:08:00 AM
182458,Wired Headphones,1,11.99,2019-04-30,"387 7th St, Dallas, TX 75001",05:37:00 PM
182459,Wired Headphones,1,11.99,2019-04-28,"787 4th St, Los Angeles, CA 90001",12:40:00 PM
182460,AA Batteries (4-pack),1,3.84,2019-04-26,"83 Center St, Boston, MA 02215",08:15:00 PM
182461,Flatscreen TV,1,300,2019-04-26,"438 4th St, San Francisco, CA 94016",04:05:00 PM
182462,Bose SoundSport Headphones,1,99.99,2019-04-13,"269 Hickory St, Portland, OR 97035",12:03:00 PM
182463,AA Batteries (4-pack),1,3.84,2019-04-11,"531 Maple St, Dallas, TX 75001",01:04:00 PM
182464,AA Batteries (4-pack),3,3.84,2019-04-06,"300 6th St, Boston, MA 02215",10:42:00 AM
182465,Apple Airpods Headphones,1,150,2019-04-20,"914 Forest St, San Francisco, CA 94016",09:08:00 AM
182466,Lightning Charging Cable,1,14.95,2019-04-11,"13 Jackson St, San Francisco, CA 94016",11:48:00 AM
182467,LG Dryer,1,600.0,2019-04-12,"571 Hill St, Boston, MA 02215",03:34:00 PM
182468,AAA Batteries (4-pack),1,2.99,2019-04-13,"567 Maple St, New York City, NY 10001",05:33:00 PM
182469,Vareebadd Phone,1,400,2019-04-25,"693 11th St, Los Angeles, CA 90001",09:27:00 PM
182470,AAA Batteries (4-pack),2,2.99,2019-04-13,"487 Jackson St, Seattle, WA 98101",10:42:00 PM
182471,Lightning Charging Cable,1,14.95,2019-04-04,"776 Main St, Atlanta, GA 30301",11:45:00 AM
182472,34in Ultrawide Monitor,1,379.99,2019-04-13,"626 1st St, San Francisco, CA 94016",05:24:00 PM
182473,AA Batteries (4-pack),2,3.84,2019-04-15,"441 Chestnut St, San Francisco, CA 94016",02:44:00 PM
182474,Lightning Charging Cable,1,14.95,2019-04-23,"691 Hickory St, New York City, NY 10001",10:28:00 AM
182475,Flatscreen TV,1,300,2019-04-27,"433 Maple St, New York City, NY 10001",06:18:00 AM
182476,AAA Batteries (4-pack),1,2.99,2019-04-02,"674 4th St, San Francisco, CA 94016",12:52:00 AM
182477,AAA Batteries (4-pack),1,2.99,2019-04-27,"556 Chestnut St, San Francisco, CA 94016",09:20:00 AM
182478,Wired Headphones,1,11.99,2019-04-09,"907 Highland St, New York City, NY 10001",08:16:00 PM
182479,Lightning Charging Cable,1,14.95,2019-04-16,"772 Forest St, Atlanta, GA 30301",03:44:00 PM
182480,27in FHD Monitor,1,149.99,2019-04-05,"707 11th St, Portland, OR 97035",07:39:00 AM
182481,iPhone,1,700,2019-04-13,"792 River St, Dallas, TX 75001",09:32:00 AM
182482,ThinkPad Laptop,1,999.99,2019-04-24,"178 Park St, Los Angeles, CA 90001",02:59:00 PM
182483,AAA Batteries (4-pack),1,2.99,2019-04-22,"615 Cedar St, San Francisco, CA 94016",12:36:00 PM
182484,AA Batteries (4-pack),1,3.84,2019-04-20,"977 Hill St, New York City, NY 10001",09:19:00 AM
182485,USB-C Charging Cable,3,11.95,2019-04-11,"739 Walnut St, Boston, MA 02215",11:30:00 AM
182486,Lightning Charging Cable,1,14.95,2019-04-24,"874 6th St, Los Angeles, CA 90001",01:22:00 AM
182487,Lightning Charging Cable,1,14.95,2019-04-04,"726 9th St, Los Angeles, CA 90001",05:41:00 PM
182488,27in FHD Monitor,1,149.99,2019-04-14,"913 Church St, Boston, MA 02215",09:10:00 PM
182489,Wired Headphones,1,11.99,2019-04-27,"264 North St, Portland, OR 97035",04:01:00 AM
182490,Lightning Charging Cable,1,14.95,2019-04-27,"114 Adams St, San Francisco, CA 94016",01:46:00 PM
182491,iPhone,1,700,2019-04-05,"912 9th St, San Francisco, CA 94016",10:26:00 PM
